No.,Code,Question,Answer,Note
58,HT058,Sự khác biệt giữa minihub HC02 và bộ điều khiển trung tâm HC01 ?,"Chuẩn kết nối: Minihub sử dụng chuẩn không dây Bluetooth Mesh, Ethernet - Wifi, trong khi đó, bộ điều khiển trung tâm sử dụng chuẩn không dây Bluetooth Mesh, Zigbee, Ethernet - Wifi. Điều này cho phép bộ điều khiển trung tâm (RD-HC01) kết nối với nhiều loại thiết bị hơn.
 Số lượng thiết bị kết nối: Minihub có thể kết nối tối đa 30 thiết bị, trong khi đó, bộ điều khiển trung tâm có thể kết nối tối đa 200 thiết bị. Điều này cho phép bộ điều khiển trung tâm (RD-HC01) quản lý một hệ thống lớn hơn.
 Giá bán lẻ đề xuất: Minihub có giá bán lẻ đề xuất là 615.000đ, trong khi đó, bộ điều khiển trung tâm có giá bán lẻ đề xuất là 2.268.000đ. Điều này cho thấy bộ điều khiển trung tâm (RD-HC01) có tính năng và khả năng kết nối cao hơn, do đó có giá cao hơn.
 Kích thước: Minihub có kích thước (Ø54.5x32) mm, trong khi đó, bộ điều khiển trung tâm có kích thước (120x91x28) mm. Điều này cho thấy bộ điều khiển trung tâm (RD-HC01) có kích thước lớn hơn và có thể chứa nhiều tính năng hơn.",
59,HT059,Làm thế nào để xóa HC?,Muốn xóa HC thì đảm bảo HC phải online và điện thoại phải kết nối với mạng wifi phát ra. Vào mục Cài đặt>Cài dặt HC> Chọn thông tin HC > Xóa HC > Chọn OK để xác nhận xóa.,
60,HT060,"Tại mục thêm thiết bị có 2 cách ""Quét qua HC"" và ""Quét qua wifi"". Hai cách này khác nhau như thế nào?",Quét qua HC: dùng để thêm đối với thiết bị là Bluetooth mesh còn quét qua wifi dùng để thêm đối với thiết bị có chuẩn wifi. Rạng Đông tích hợp cả 2 loại thiết bị sử dụng chung 1 app.,
61,HT061,HC kết nối Wifi nhưng thi thoảng lại mất Internet thì khắc phục như thế nào,"Cách 1: Tiến hành cài đặt lại mạng cho HC
Cách 2: Sự dụng dây mang LAN để kết nối với HC để đảm bảo sự ổn định của đường truyền",
62,HT062,"HC mất đèn Sevice, không điều khiển được bằng 4G thì xử lý như thế nào","Cách khắc phục:
 Dùng tk Admin và kết nối với Wifi do HC phát ra sau đó đăng xuất app và đăng nhập lại",
63,HT063,Bộ điều khiển trung tâm sử dụng được trong khỏng cách bao xa?,"Bộ điều khiển trung tâm có khoảng cách kết nối đến các thiết bị đơn lẻ lkhoảng 10-20m không vật cản. Tuy nhiên do sử dụng công nghệ BLE nên khả năng kết nối của HC sẽ phụ thuộc vào số lượng thiết bị quản lý(Tối đa 200 tb) và do đặc tính kết nối BLE, các thiết bị sẽ link với nhau như dạng mắt lưới vì vậy khoảng cách kết nối thực tế có thể tăng lên rất xa",
64,HT064,"Nếu HC nhà tôi bị hỏng, vậy thì hệ thống nhà tôi phải cài lại từ đầu chăng?","Trong TH HC bị hỏng thì Rạng Đông sẽ giúp khách chuyển toàn bộ dữ liệu sang 1 thiết bị HC mới, các kịch bản, hẹn lịch … sẽ được giữ lại như trước đây. Hệ thống không phải cài đặt lại. (Dữ liệu phải được HC đẩy lên cloud thì mới có thể chuyển sao chép được, nếu khách chỉ cài đặt và dùng ở chế độ local thì không thể)",
65,HT065,Tôi không thể thêm thiết bị vào HC?,Đảm bảo điện thoại đã kết nối với HC ở chế độ local ( điện thoại bắt wifi HC phát ra và trên màn hình trang chủ đã hiển thị biểu tượng local góc trên bên trái).,
66,HT066,Sử dụng hệ thống đèn và công tắc thông minh mà không muốn mua HC có được không,"Nếu như khách hàng sử dụng ít thiết bị và muốn trải nghiệm giải pháp nhà thông minh cơ bản.
Khách hàng có thể mua hệ thống đèn BLE và công tắc thông minh BLE mà chưa cần mua HC bằng cách sử dụng app RalliBluetooth để điều khiển các cảnh sáng, thay đổi màu ánh sáng hay cường độ sáng của các đèn thông qua điện thoại, tuy nhiên cần lưu ý:
Không có HC, KH sẽ không điều khiển từ xa , hay giám sát các thiết bị trực tuyến khi đi ra ngoài được.
Không có HC sẽ có nhiều tính năng bị hạn chế , dẫn tới trải nghiệm smarthome Rallismart không được trọn vẹn : không thể hẹn giờ tắt mở , không thể đổi màu các nút điều khiển của công tắc ( ở giai đoạn hiện nay)",
67,HT067,Thao tác trên thiết bị khi add vào hệ thống?,Đối với những thiết bị sử dụng nguồn điện lưới và bóc hộp thì chỉ cần cấp nguồn và add vào hệ thống.,
68,HT068,Thao tác trên thiết bị khi add vào hệ thống?,"Bảng cảnh DC: Ấn giữ nút config khoảng 3s, đèn led nháy đỏ báo hiệu sẵn sàng vào mạng (M2 nút tròn; M3 nút 1) trong 1 phút.",
69,HT069,Thao tác trên thiết bị khi add vào hệ thống?,"Cảm biến chuyển động DC: Khi bóc hộp lắp pin đèn led sẽ nháy đổ trong vòng 1p, nếu sau đó chưa add vào được ấn ấn reset thiết bị.",
70,HT070,Thao tác trên thiết bị khi add vào hệ thống?,"Cảm biến nhiệt độ, độ ẩm: 
Thiết bị mới bóc hộp a/c chỉ cần lắp pin vào. Vạch sóng sẽ nhấp nháy trong 1 phút chờ add vào mạng. Sau 1 phút mà chưa add được thiết bị thì tiến hành reset thiết bị.",
71,HT071,Thao tác trên thiết bị khi add vào hệ thống?,"Cảm biến cửa: 
Thiết bị mới bóc hộp a/c chỉ cần lắp pin vào thiết bị sẽ nháy sáng đỏ trong vòng 1 phút. Nếu sau 1 phút chưa kịp add tiến hành reset thiết bị.",
72,HT072,Thao tác trên thiết bị khi add vào hệ thống?,"Cảm biến khói: Ấn giữ nút ""Test"" khoảng 5s cho tới khi led xanh sáng thì thả tay, LED xanh nhấp nháy trong vòng 1 phút, đây là trạng thái chờ thêm vào mạng.",
73,HT073,Thời gian cập nhật giá trị lên hệ thống,"Cảm biến nhiệt độ, độ ẩm: 
Đều đặn 10 phút cảm biến cập nhật giá trị nhiệt độ và độ ẩm lên ứng dụng, màn hình
Ấn nút config cảm biến sẽ cập nhật thông số lên màn hình",
74,HT074,Thời gian cập nhật giá trị lên hệ thống,"Cảm biến khói:
 Khi có khói hệ thống báo lên hệ thống
Ấn nút config cảm biến sẽ giả lập có khói gửi thông báo lên ứng dụng , sau 2s sẽ gửi thông báo hết khói.",
75,HT075,Thời gian cập nhật giá trị lên hệ thống,Cảm biến cửa: Sau 100 lần đống mở thì thiết bị cập nhật giá trị pin lên hệ thống 1 lần. Nếu muốn cập nhật giá trị pin ngay lập tức thì khi ở trạng thái đóng của cảm biến ấn nút config trên thiết bị.,
76,HT076,Thời gian cập nhật giá trị lên hệ thống,"Cảm biến bụi mịn: 
Cảm biến 20s sẽ cập nhật giá trị mới nhất lên
Trên app: ấn nút ""Cập nhật giá trị"" thiết bị sẽ gửi giá trị mới nhất lên",
77,HT077,Giá trị bụi mịn thông báo có ý nghĩa như thế nào,"Nồng độ bụi mịn PM2.5 < 76 thì sáng LED xanh: Nồng độ bụi mịn tốt.
Nồng độ bụi mịn PM2.5 (76≤PM2.5<116) thì LED sáng màu cam: Nồng độ bụi mịn cao, có ảnh hưởng đến sức khỏe
Nồng độ bụi mịn PM2.5 ≥116 thì LED sáng đỏ: Nồng độ bụi mịn rất cao, ảnh hưởng sức khỏe.",
78,HT078,Giá trị trên cảm biến nhiệt độ và cảm biến cảm biến bụi mịn lệch nhau? Tôi nên tin tưởng giá trị đo ở thiết bị nào?,Thiết bị đo thường có sai số vậy việc chênh lệch giá trị giữa 2 thiết bị có thể xảy ra? Nhưng giá trị giữa 2 thiết bị không quá xa chỉ lệnh chút.,
79,HT079,Thời lượng sử dụng pin của thiết bị?,"Tuỳ vào tần suất sử dụng mà pin hết nhanh hay chậm, Như cảm biến cửa tần suất sử dụng nhiều pin sẽ dùng khoảng 3-6 tháng. Cảm biến khói chỉ tiêu hao khi phát hiện khói (còi hú) thì có thể dùng từ 6t tới 1 năm
Cảm biến chuyển động DC: dự kiến 6 tháng
Cảm biến cửa: 6 tháng
Cảm biến nhiệt độ, độ ẩm: 1 năm
Cảm biến khói: 1 năm
Cảm biến bụi mịn: Cảm biến có pin dự phòng, khi không cắm sạc sử dụng khoảng được 10h",
80,HT080,Các thiết bị dùng pin có thông báo cho tôi khi gần hết pin không?,Khi mức pin thấp thiết bị sẽ thông báo lên app để báo hiệu người dùng biết và thay pin mới. Khi pin còn khoảng 20%.,
81,HT081,Những thiết bị dùng pin nếu hết pin khi thay lại có phải cài đặt lại từ đầu không?,"Không cần cài đặt lại. Nếu thiết bị như bảng cảnh cầm tay, cảm biến chuyển động, cảm biến nhiệt độ độ ẩm,… của bạn bị hết pin bạn chỉ câì thay pin mới, các thiết bị sẽ tự động thiết lập lại.",
82,HT082,Thời gian giữ chuyển động trong phần thông tin của cảm biến chuyển động ý nghĩa như thế nào?,"Đó là thời gian mà cảm biến giữ nguyên trnạg thái có chuyển động, sau thời gian đó nếu cảm biến không nhận được thông tin chuyển động nào nữa thì sẽ báo trên HC là có chuyển động. Thời gian có thể cài từ 30s 65000s.",
83,HT083,Muốn mở cửa có chuông thì làm như nào?,"Để mở cửa có chuông kêu thì quý KH có thể mua 2 sản phẩm Smart Rạng Đông là
 Cảm biến cửa thông minh
 Công tắc chuyển mạch OnOFF/ công tắc chuyển mạch/ công tắc thông minh
Và một chuông điện bất kỳ
Khi mở cửa, cảm biến cửa nhận tín hiệu, điểu khiển các thiết bị công tắc để cấp nguồn cho chuông hoạt động",
84,HT084,Có thể mua pin cho các loại cảm biến ở đâu,"Cảm biến sử dụng những loại pin thông dụng trên thị trường như pin AAA, pin cúc áo... Nên hoàn toàn có thể mua ở bất kì cửa hàng đồ điện nào trên thị trường.",
85,HT085,Cảm biến khói CB06.SM.BLE: Tư vấn sử dụng cho hộ gia đình?,"Đây là SP cảm biến khói. Khi phát hiện khói cảm biến sẽ kêu (hú) báo hiệu cho mình biết. Trường hợp mình đang làm việc ở cty thì khi phát hiện khói thì trên điện thoại sẽ thông báo “đã phát hiện khói” thì mình có thể chủ động liên lạc cho người nhà, người ở gần đến kiểm tra, tránh sự cố, rủi ro. Hoặc mình có thể cài kịch bản thông minh, khi phát hiện khói đèn sẽ nhấp nháy để mình biết để chủ động phòng tránh. Hoặc khi phát hiện khói trong bếp, tất cả công tắc thông minh trong phòng bếp sẽ tắt, để đảm báo an toàn. Ứng dụng SP trong khu vực bếp, hoặc khu vực kho bãi dễ cháy, nổ.
Mình dùng băng keo 3M để cố định thiết bị ở nơi sử dụng. Cảm biến khói chỉ tiêu tốn điện năng khi còi hú, nên thời gian sử dụng sẽ khoảng 6t đến 1 năm.

Đặc biệt cảm biến sử dụng chuẩn kết nối BLE nên cần sử dụng thêm bộ điều khiển trung tâm",
86,HT086,Cảm biến khói CB06.SM.BLE báo động có lâu không? Có dễ cháy không? Sợ cháy mất thiết bị,Cảm biến khói sẽ kêu liên tục nếu vẫn còn phát hiện khói trong vùng hoạt động. Do là sản phẩm điện tử nên vẫn có khả năng cháy. Nên khi nghe hoặc nhận được tín hiệu bạn cần tới khu vực đó kiểm tra và nhanh chóng khắc phụ sự cố tránh những rủi ro không đáng có.,
87,HT087,Cảm biến cửa CB08.DO.BLE có còi báo động chống đột nhập không,"Cảm biến cửa của Rallismart không có còi hú trong cảm biến.
Với giải pháp chống đột nhập bằng cảm biến cửa của Rạng Đông:
Khách hàng phải mua thêm thiết bị còi điện AC220v kết nối với công tắc cảm ứng BLE hoặc Công tắc ON/OFF và tạo kịch bản như sau:
 Khi không có người ở nhà, hoặc khung giờ nhất định.Nếu cửa mở do đột nhập từ bên ngoài thì cảm biến cửa sẽ phát hiện và thực hiện điều khiển cấp nguồn cho còi điện kêu báo động",
88,HT088,Sản phẩm công tắc Không dây không pin có đặc điểm gì?,"Như tên gọi thì xét về tính năng sản phẩm sẽ có 2 đặc điểm chính:
 Không dây sử dụng công nghệ kết nối là Bluetooth nên sản phẩm có thể kết nối không dây tới công tắc, bộ chuyển mạch,... để điều chỉnh bật tắ/ đk ngữ cảnh... Phạm vi kết nối có thể lên tới 50m không vật cản
 Không pin Mạch tự phát năng lượng tích hợp sẵn trong sản phẩm, khi thao tác ấn phím sẽ phát sinh một lượng điện nhỏ đủ để điều khiển các thiết bị... do vậy khách hàng không cần thay pin định kì cho sản phẩm",
